InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537186,10001,WOODEN PICTURE FRAME,1,11/14/2019 03:00,0.65,,Netherlands
537979,10011,RECIPE BOX PANTRY DESIGN,5,02/26/2020 18:00,2.16,17926.0,United Kingdom
537257,10012,ROUND SNACK BOXES SET OF 4,11,11/12/2019 10:00,0.25,14373.0,France
538146,10011,RECIPE BOX PANTRY DESIGN,2,01/15/2020 06:00,0.51,14045.0,Switzerland
538230,10018,ALARM CLOCK BAKELIKE RED,20,12/13/2019 05:00,1.78,16794.0,EIRE
537469,10005,SET OF 3 CAKE TINS,2,11/21/2019 21:00,26.45,,United Kingdom
537629,10011,RECIPE BOX PANTRY DESIGN,3,01/24/2020 04:00,0.41,15004.0,United Kingdom
536844,10006,PACK OF 72 RETRO SPOT CAKE CASES,1,02/25/2020 12:00,0.71,16494.0,United Kingdom
537892,10007,REGENCY CAKESTAND 3 TIER,11,02/03/2020 21:00,3.05,,United Kingdom
537624,10003,GLASS JAR CANDLE,33,02/26/2020 01:00,14.43,17774.0,Portugal
538057,10015,TRAVEL SEWING KIT,1,01/10/2020 20:00,3.01,,Germany
536865,10014,STRAWBERRY CERAMIC TRINKET BOX,3,01/20/2020 20:00,4.96,16826.0,EIRE
537841,10014,STRAWBERRY CERAMIC TRINKET BOX,14,11/18/2019 13:00,1.75,13695.0,France
537246,10002,RED WOOLLY HOTTIE MUG,1,02/11/2020 07:00,1.48,,United Kingdom
536712,10002,RED WOOLLY HOTTIE MUG,7,01/29/2020 18:00,2.67,,France
536685,10015,TRAVEL SEWING KIT,14,12/01/2019 11:00,1.27,16803.0,United Kingdom
537419,10013,SPACEBOY LUNCH BOX,4,12/13/2019 14:00,5.07,12950.0,Germany
536963,10000,WHITE HANGING HEART T-LIGHT HOLDER,7,01/13/2020 07:00,0.49,,United Kingdom
536556,10013,SPACEBOY LUNCH BOX,24,11/02/2019 13:00,5.99,18045.0,United Kingdom
537165,10019,HAND WARMER OWL DESIGN,28,02/07/2020 04:00,2.56,17205.0,United Kingdom
537589,10015,TRAVEL SEWING KIT,4,12/04/2019 16:00,1.98,17030.0,United Kingdom
536963,10005,SET OF 3 CAKE TINS,2,11/10/2019 00:00,0.48,15186.0,Portugal
538156,10006,PACK OF 72 RETRO SPOT CAKE CASES,2,12/10/2019 16:00,0.92,13801.0,Belgium
537826,10015,TRAVEL SEWING KIT,11,02/09/2020 07:00,8.16,18201.0,United Kingdom
537326,10008,JUMBO BAG RED RETROSPOT,1,12/03/2019 22:00,2.0,15489.0,United Kingdom
538117,10014,STRAWBERRY CERAMIC TRINKET BOX,3,01/04/2020 17:00,3.25,17196.0,Belgium
537176,10019,HAND WARMER OWL DESIGN,4,02/06/2020 10:00,1.02,16589.0,Germany
536626,10008,JUMBO BAG RED RETROSPOT,2,11/05/2019 01:00,2.39,16511.0,United Kingdom
536432,10011,RECIPE BOX PANTRY DESIGN,5,01/31/2020 05:00,0.62,14440.0,United Kingdom
538123,10009,PARTY BUNTING,53,12/05/2019 15:00,2.72,,United Kingdom
538164,10010,LUNCH BAG WOODLAND,4,01/23/2020 11:00,3.56,,Belgium
537751,10001,WOODEN PICTURE FRAME,3,11/23/2019 13:00,3.39,15925.0,United Kingdom
536558,10019,HAND WARMER OWL DESIGN,11,11/17/2019 16:00,1.0,16613.0,Spain
536915,10010,LUNCH BAG WOODLAND,5,02/03/2020 15:00,1.75,,Spain
536442,10004,VINTAGE UNION JACK BUNTING,17,02/05/2020 23:00,4.21,13697.0,United Kingdom
536461,10011,RECIPE BOX PANTRY DESIGN,5,02/26/2020 19:00,1.99,12633.0,United Kingdom
536826,10007,REGENCY CAKESTAND 3 TIER,3,01/21/2020 06:00,1.85,15473.0,Spain
537437,10016,VINTAGE SNAKES AND LADDERS,1,12/26/2019 22:00,16.5,16319.0,United Kingdom
536487,10015,TRAVEL SEWING KIT,1,11/24/2019 09:00,0.95,13594.0,United Kingdom
538211,10007,REGENCY CAKESTAND 3 TIER,1,12/06/2019 10:00,7.25,16574.0,United Kingdom
537218,10014,STRAWBERRY CERAMIC TRINKET BOX,6,01/17/2020 19:00,0.78,12364.0,United Kingdom
536859,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,12/12/2019 13:00,4.73,17493.0,United Kingdom
537332,10019,HAND WARMER OWL DESIGN,14,12/29/2019 00:00,4.99,,EIRE
537846,10010,LUNCH BAG WOODLAND,4,11/21/2019 04:00,1.48,16405.0,Spain
536951,10013,SPACEBOY LUNCH BOX,3,12/23/2019 17:00,0.73,16547.0,United Kingdom
536454,10012,ROUND SNACK BOXES SET OF 4,2,11/29/2019 13:00,0.34,,United Kingdom
536460,10006,PACK OF 72 RETRO SPOT CAKE CASES,8,11/14/2019 11:00,1.33,18261.0,United Kingdom
537962,10013,SPACEBOY LUNCH BOX,2,11/16/2019 20:00,4.16,16781.0,United Kingdom
536574,10007,REGENCY CAKESTAND 3 TIER,2,01/02/2020 05:00,0.84,13421.0,United Kingdom
537556,10013,SPACEBOY LUNCH BOX,13,12/14/2019 23:00,2.71,17825.0,United Kingdom
537085,10001,WOODEN PICTURE FRAME,6,11/12/2019 23:00,0.56,16739.0,Australia
537822,10002,RED WOOLLY HOTTIE MUG,3,01/01/2020 17:00,1.95,14192.0,Germany
536478,10018,ALARM CLOCK BAKELIKE RED,8,11/20/2019 17:00,0.78,17977.0,United Kingdom
538048,10014,STRAWBERRY CERAMIC TRINKET BOX,4,11/02/2019 20:00,2.28,,United Kingdom
537674,10002,RED WOOLLY HOTTIE MUG,6,11/16/2019 21:00,1.49,,Germany
537207,10004,VINTAGE UNION JACK BUNTING,2,12/24/2019 20:00,0.75,16327.0,United Kingdom
536753,10010,LUNCH BAG WOODLAND,32,02/23/2020 12:00,1.27,18068.0,United Kingdom
538197,10000,WHITE HANGING HEART T-LIGHT HOLDER,2,11/30/2019 00:00,0.97,15732.0,United Kingdom
536931,10008,JUMBO BAG RED RETROSPOT,19,12/05/2019 04:00,0.66,18253.0,United Kingdom
537284,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,11/30/2019 03:00,7.26,14035.0,United Kingdom
537103,10002,RED WOOLLY HOTTIE MUG,9,12/13/2019 15:00,1.72,17108.0,Germany
536797,10005,SET OF 3 CAKE TINS,8,01/26/2020 02:00,0.27,13803.0,United Kingdom
537146,10005,SET OF 3 CAKE TINS,13,12/09/2019 15:00,1.32,18282.0,United Kingdom
536649,10001,WOODEN PICTURE FRAME,2,01/18/2020 22:00,6.14,16883.0,United Kingdom
536368,10012,ROUND SNACK BOXES SET OF 4,12,02/16/2020 19:00,1.15,16064.0,France
536908,10005,SET OF 3 CAKE TINS,26,02/22/2020 13:00,11.0,,United Kingdom
536575,10000,WHITE HANGING HEART T-LIGHT HOLDER,3,01/07/2020 13:00,1.04,15299.0,Germany
537142,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,01/25/2020 14:00,4.07,13201.0,United Kingdom
537982,10019,HAND WARMER OWL DESIGN,2,02/19/2020 08:00,6.94,17797.0,Portugal
536669,10002,RED WOOLLY HOTTIE MUG,3,02/03/2020 10:00,3.86,14598.0,Spain
536367,10018,ALARM CLOCK BAKELIKE RED,22,12/07/2019 00:00,0.62,17282.0,France
536573,10003,GLASS JAR CANDLE,1,11/16/2019 20:00,0.96,17729.0,United Kingdom
537317,10001,WOODEN PICTURE FRAME,2,11/14/2019 18:00,7.93,13000.0,United Kingdom
536880,10010,LUNCH BAG WOODLAND,20,02/14/2020 21:00,1.1,16856.0,United Kingdom
537282,10017,WOODEN FRAME ANTIQUE WHITE,8,01/06/2020 18:00,6.53,14144.0,France
536419,10001,WOODEN PICTURE FRAME,34,12/06/2019 13:00,1.6,,Netherlands
536989,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,12/12/2019 11:00,2.83,13894.0,United Kingdom
537134,10015,TRAVEL SEWING KIT,5,12/04/2019 19:00,0.62,15613.0,Germany
537173,10001,WOODEN PICTURE FRAME,2,02/05/2020 06:00,1.34,17427.0,United Kingdom
537398,10003,GLASS JAR CANDLE,5,01/13/2020 12:00,1.03,16455.0,United Kingdom
537828,10006,PACK OF 72 RETRO SPOT CAKE CASES,1,02/14/2020 13:00,3.08,13731.0,United Kingdom
537241,10016,VINTAGE SNAKES AND LADDERS,8,12/07/2019 05:00,2.7,14104.0,United Kingdom
537942,10016,VINTAGE SNAKES AND LADDERS,6,12/27/2019 17:00,3.91,,Germany
537358,10014,STRAWBERRY CERAMIC TRINKET BOX,4,11/15/2019 14:00,1.51,16718.0,United Kingdom
536853,10013,SPACEBOY LUNCH BOX,3,02/25/2020 14:00,0.97,15428.0,United Kingdom
536794,10000,WHITE HANGING HEART T-LIGHT HOLDER,2,01/01/2020 10:00,2.95,,United Kingdom
536969,10004,VINTAGE UNION JACK BUNTING,8,01/06/2020 09:00,0.88,,United Kingdom
537485,10018,ALARM CLOCK BAKELIKE RED,1,12/20/2019 15:00,7.23,12795.0,United Kingdom
536819,10014,STRAWBERRY CERAMIC TRINKET BOX,7,12/03/2019 12:00,2.19,,United Kingdom
538079,10004,VINTAGE UNION JACK BUNTING,32,02/22/2020 20:00,1.78,15344.0,United Kingdom
537264,10014,STRAWBERRY CERAMIC TRINKET BOX,18,12/29/2019 16:00,3.9,15263.0,United Kingdom
537983,10014,STRAWBERRY CERAMIC TRINKET BOX,1,01/21/2020 00:00,2.28,16867.0,France
537646,10014,STRAWBERRY CERAMIC TRINKET BOX,2,11/05/2019 11:00,0.47,13477.0,Spain
536990,10019,HAND WARMER OWL DESIGN,6,12/04/2019 02:00,0.85,12533.0,United Kingdom
536792,10010,LUNCH BAG WOODLAND,4,02/05/2020 12:00,7.08,13954.0,United Kingdom
537759,10001,WOODEN PICTURE FRAME,1,11/11/2019 13:00,2.67,13584.0,United Kingdom
536985,10016,VINTAGE SNAKES AND LADDERS,6,11/13/2019 04:00,0.46,17087.0,France
536827,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,02/06/2020 05:00,3.5,17208.0,United Kingdom
538109,10012,ROUND SNACK BOXES SET OF 4,28,12/08/2019 01:00,1.41,16112.0,France
537269,10015,TRAVEL SEWING KIT,3,12/03/2019 21:00,1.03,,United Kingdom
536456,10002,RED WOOLLY HOTTIE MUG,13,01/07/2020 20:00,0.78,15106.0,United Kingdom
537292,10015,TRAVEL SEWING KIT,1,11/24/2019 09:00,6.69,13774.0,United Kingdom
537228,10016,VINTAGE SNAKES AND LADDERS,1,11/06/2019 03:00,0.34,14316.0,United Kingdom
537984,10013,SPACEBOY LUNCH BOX,8,11/01/2019 12:00,1.06,,United Kingdom
537699,10006,PACK OF 72 RETRO SPOT CAKE CASES,12,11/10/2019 12:00,2.77,17696.0,United Kingdom
536723,10004,VINTAGE UNION JACK BUNTING,2,11/20/2019 00:00,11.92,15935.0,EIRE
536647,10014,STRAWBERRY CERAMIC TRINKET BOX,4,01/23/2020 13:00,4.28,,United Kingdom
537496,10003,GLASS JAR CANDLE,1,12/06/2019 18:00,1.06,14018.0,United Kingdom
536453,10013,SPACEBOY LUNCH BOX,3,11/09/2019 14:00,11.35,16612.0,United Kingdom
536963,10003,GLASS JAR CANDLE,9,11/02/2019 17:00,0.63,14309.0,Germany
536624,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,12/28/2019 06:00,3.21,14995.0,United Kingdom
536403,10010,LUNCH BAG WOODLAND,3,02/09/2020 20:00,4.01,16218.0,United Kingdom
538087,10003,GLASS JAR CANDLE,1,12/11/2019 15:00,1.02,18175.0,France
536533,10015,TRAVEL SEWING KIT,2,11/08/2019 15:00,4.94,15662.0,United Kingdom
536382,10013,SPACEBOY LUNCH BOX,24,11/28/2019 09:00,1.47,16564.0,United Kingdom
538114,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,12/30/2019 22:00,4.93,15879.0,United Kingdom
536718,10016,VINTAGE SNAKES AND LADDERS,1,11/23/2019 15:00,0.39,14862.0,United Kingdom
537896,10014,STRAWBERRY CERAMIC TRINKET BOX,3,02/26/2020 10:00,3.44,,United Kingdom
536423,10016,VINTAGE SNAKES AND LADDERS,1,01/31/2020 15:00,1.63,,United Kingdom
536652,10012,ROUND SNACK BOXES SET OF 4,1,12/12/2019 08:00,7.77,14190.0,United Kingdom
536572,10012,ROUND SNACK BOXES SET OF 4,16,02/23/2020 05:00,2.35,17667.0,EIRE
537689,10007,REGENCY CAKESTAND 3 TIER,4,12/10/2019 00:00,8.58,15026.0,France
537527,10004,VINTAGE UNION JACK BUNTING,27,11/17/2019 19:00,4.09,16742.0,United Kingdom
537256,10004,VINTAGE UNION JACK BUNTING,4,02/21/2020 15:00,2.17,15418.0,United Kingdom
536818,10006,PACK OF 72 RETRO SPOT CAKE CASES,4,02/24/2020 04:00,5.41,16902.0,Germany
536531,10005,SET OF 3 CAKE TINS,8,12/08/2019 12:00,5.44,,United Kingdom
537432,10015,TRAVEL SEWING KIT,1,01/11/2020 09:00,3.94,14862.0,United Kingdom
536797,10010,LUNCH BAG WOODLAND,5,11/21/2019 19:00,0.25,16508.0,United Kingdom
537471,10008,JUMBO BAG RED RETROSPOT,4,01/17/2020 00:00,0.92,15360.0,Belgium
537654,10014,STRAWBERRY CERAMIC TRINKET BOX,18,01/22/2020 20:00,9.82,17093.0,Belgium
537957,10014,STRAWBERRY CERAMIC TRINKET BOX,11,01/25/2020 05:00,0.7,13483.0,United Kingdom
537291,10018,ALARM CLOCK BAKELIKE RED,1,01/08/2020 06:00,5.94,16677.0,Germany
536373,10006,PACK OF 72 RETRO SPOT CAKE CASES,14,01/24/2020 12:00,4.99,,United Kingdom
536891,10004,VINTAGE UNION JACK BUNTING,3,01/06/2020 15:00,1.19,,Netherlands
537965,10000,WHITE HANGING HEART T-LIGHT HOLDER,2,02/07/2020 09:00,0.33,,United Kingdom
537364,10003,GLASS JAR CANDLE,5,11/22/2019 13:00,1.39,16514.0,Netherlands
537525,10012,ROUND SNACK BOXES SET OF 4,3,12/29/2019 00:00,19.65,,United Kingdom
537223,10016,VINTAGE SNAKES AND LADDERS,19,12/20/2019 23:00,1.04,12541.0,Belgium
536670,10012,ROUND SNACK BOXES SET OF 4,6,01/04/2020 00:00,1.11,17979.0,Germany
538046,10019,HAND WARMER OWL DESIGN,5,11/18/2019 01:00,0.91,15006.0,France
537814,10012,ROUND SNACK BOXES SET OF 4,10,12/09/2019 20:00,8.29,13324.0,United Kingdom
538230,10017,WOODEN FRAME ANTIQUE WHITE,12,02/23/2020 12:00,1.93,13686.0,France
537969,10005,SET OF 3 CAKE TINS,9,11/13/2019 15:00,1.32,17276.0,United Kingdom
536910,10006,PACK OF 72 RETRO SPOT CAKE CASES,17,01/16/2020 06:00,10.11,14316.0,Belgium
536841,10016,VINTAGE SNAKES AND LADDERS,7,01/19/2020 18:00,4.39,14018.0,United Kingdom
536830,10013,SPACEBOY LUNCH BOX,5,12/27/2019 23:00,0.98,15241.0,EIRE
538087,10009,PARTY BUNTING,14,11/05/2019 00:00,0.72,,United Kingdom
537409,10019,HAND WARMER OWL DESIGN,4,11/05/2019 02:00,7.83,15674.0,United Kingdom
537217,10015,TRAVEL SEWING KIT,4,12/04/2019 02:00,2.5,,Netherlands
538180,10005,SET OF 3 CAKE TINS,23,11/13/2019 07:00,0.52,17310.0,United Kingdom
537496,10012,ROUND SNACK BOXES SET OF 4,21,11/12/2019 07:00,0.41,14895.0,United Kingdom
538070,10007,REGENCY CAKESTAND 3 TIER,4,11/20/2019 05:00,0.81,13642.0,United Kingdom
538211,10008,JUMBO BAG RED RETROSPOT,3,11/23/2019 21:00,0.71,15045.0,EIRE
536513,10016,VINTAGE SNAKES AND LADDERS,18,02/09/2020 15:00,0.32,,United Kingdom
537042,10013,SPACEBOY LUNCH BOX,9,01/16/2020 16:00,0.82,14248.0,France
537741,10000,WHITE HANGING HEART T-LIGHT HOLDER,6,11/04/2019 15:00,0.98,13122.0,United Kingdom
537889,10011,RECIPE BOX PANTRY DESIGN,3,01/15/2020 10:00,1.55,16319.0,United Kingdom
536643,10012,ROUND SNACK BOXES SET OF 4,6,11/17/2019 09:00,13.37,18145.0,Portugal
536961,10010,LUNCH BAG WOODLAND,4,12/21/2019 13:00,1.88,15229.0,United Kingdom
537392,10005,SET OF 3 CAKE TINS,2,11/05/2019 13:00,2.08,12931.0,United Kingdom
537863,10012,ROUND SNACK BOXES SET OF 4,5,11/11/2019 19:00,4.09,12786.0,United Kingdom
536576,10018,ALARM CLOCK BAKELIKE RED,5,11/16/2019 22:00,1.94,,United Kingdom
537491,10001,WOODEN PICTURE FRAME,3,12/23/2019 00:00,3.67,14413.0,United Kingdom
536920,10012,ROUND SNACK BOXES SET OF 4,10,12/26/2019 14:00,3.26,14105.0,United Kingdom
536770,10018,ALARM CLOCK BAKELIKE RED,15,12/13/2019 08:00,2.78,12951.0,Germany
537331,10008,JUMBO BAG RED RETROSPOT,11,01/14/2020 10:00,39.11,16289.0,United Kingdom
537141,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,01/26/2020 11:00,6.12,,United Kingdom
537556,10004,VINTAGE UNION JACK BUNTING,9,01/27/2020 11:00,0.83,17717.0,Belgium
536960,10004,VINTAGE UNION JACK BUNTING,4,01/09/2020 12:00,3.56,13583.0,United Kingdom
537908,10007,REGENCY CAKESTAND 3 TIER,1,01/05/2020 11:00,1.11,12756.0,France
536511,10015,TRAVEL SEWING KIT,8,12/30/2019 00:00,3.84,16508.0,Germany
537981,10003,GLASS JAR CANDLE,5,11/29/2019 13:00,0.62,14450.0,United Kingdom
536420,10004,VINTAGE UNION JACK BUNTING,54,12/29/2019 10:00,0.81,16480.0,United Kingdom
537744,10019,HAND WARMER OWL DESIGN,17,11/02/2019 05:00,3.47,12582.0,United Kingdom
537014,10019,HAND WARMER OWL DESIGN,8,02/24/2020 23:00,1513.32,17463.0,Spain
537083,10004,VINTAGE UNION JACK BUNTING,5,12/15/2019 10:00,4.07,,United Kingdom
536400,10008,JUMBO BAG RED RETROSPOT,5,01/30/2020 18:00,5.78,16839.0,United Kingdom
537681,10008,JUMBO BAG RED RETROSPOT,1,02/23/2020 20:00,3.57,,United Kingdom
536675,10005,SET OF 3 CAKE TINS,1,12/30/2019 15:00,2.92,15527.0,United Kingdom
537600,10003,GLASS JAR CANDLE,2,02/12/2020 10:00,1.49,,Belgium
537724,10001,WOODEN PICTURE FRAME,4,12/28/2019 12:00,5.55,,United Kingdom
537949,10012,ROUND SNACK BOXES SET OF 4,1,11/16/2019 21:00,6.85,,EIRE
537692,10000,WHITE HANGING HEART T-LIGHT HOLDER,2,11/04/2019 04:00,2.31,12380.0,United Kingdom
536930,10012,ROUND SNACK BOXES SET OF 4,3,11/17/2019 06:00,2.19,13218.0,France
537749,10001,WOODEN PICTURE FRAME,3,02/22/2020 03:00,12.08,16190.0,Portugal
537913,10003,GLASS JAR CANDLE,2,12/28/2019 00:00,2.41,12498.0,Belgium
536959,10000,WHITE HANGING HEART T-LIGHT HOLDER,3,12/09/2019 07:00,2.65,14067.0,United Kingdom
536597,10007,REGENCY CAKESTAND 3 TIER,23,12/24/2019 13:00,3.99,16193.0,United Kingdom
538033,10006,PACK OF 72 RETRO SPOT CAKE CASES,8,12/01/2019 17:00,2.23,13831.0,Netherlands
536642,10006,PACK OF 72 RETRO SPOT CAKE CASES,2,02/13/2020 12:00,1.08,17875.0,France
537478,10006,PACK OF 72 RETRO SPOT CAKE CASES,4,02/28/2020 23:00,3.59,18137.0,Portugal
536808,10018,ALARM CLOCK BAKELIKE RED,4,11/11/2019 04:00,2.37,12545.0,United Kingdom
536601,10008,JUMBO BAG RED RETROSPOT,2,01/26/2020 06:00,15.52,13381.0,United Kingdom
537820,10016,VINTAGE SNAKES AND LADDERS,2,12/11/2019 06:00,5.41,17737.0,France
536634,10004,VINTAGE UNION JACK BUNTING,11,11/06/2019 16:00,1.36,12538.0,Germany
537621,10009,PARTY BUNTING,3,02/19/2020 16:00,5.1,15237.0,United Kingdom
537664,10001,WOODEN PICTURE FRAME,1,11/08/2019 10:00,3.35,17986.0,United Kingdom
536477,10005,SET OF 3 CAKE TINS,4,11/25/2019 17:00,9.11,15842.0,United Kingdom
536689,10001,WOODEN PICTURE FRAME,5,11/04/2019 01:00,1.46,,United Kingdom
537854,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,12/27/2019 13:00,2.97,12383.0,United Kingdom
537316,10003,GLASS JAR CANDLE,4,01/11/2020 23:00,2.23,14683.0,Switzerland
536592,10003,GLASS JAR CANDLE,10,12/09/2019 11:00,2.61,15565.0,United Kingdom
538224,10006,PACK OF 72 RETRO SPOT CAKE CASES,6,11/09/2019 14:00,1.01,,United Kingdom
536861,10014,STRAWBERRY CERAMIC TRINKET BOX,38,11/14/2019 22:00,4.38,,United Kingdom
536372,10002,RED WOOLLY HOTTIE MUG,14,02/21/2020 01:00,3.74,14746.0,Netherlands
538097,10012,ROUND SNACK BOXES SET OF 4,17,02/05/2020 17:00,8.89,,Spain
536396,10007,REGENCY CAKESTAND 3 TIER,67,02/21/2020 11:00,2.44,,United Kingdom
537402,10008,JUMBO BAG RED RETROSPOT,9,01/03/2020 17:00,1.63,17655.0,EIRE
538227,10018,ALARM CLOCK BAKELIKE RED,5,01/05/2020 13:00,5.42,16469.0,United Kingdom
537448,10009,PARTY BUNTING,11,02/03/2020 08:00,1.11,15856.0,Australia
537461,10005,SET OF 3 CAKE TINS,2795,01/14/2020 00:00,7.28,15160.0,United Kingdom
537092,10004,VINTAGE UNION JACK BUNTING,5,12/23/2019 09:00,7.26,12763.0,United Kingdom
536602,10003,GLASS JAR CANDLE,2,12/06/2019 00:00,8.65,14172.0,United Kingdom
537438,10016,VINTAGE SNAKES AND LADDERS,6,12/29/2019 06:00,3.58,,Spain
538047,10013,SPACEBOY LUNCH BOX,2,11/08/2019 16:00,1.51,14520.0,United Kingdom
536535,10005,SET OF 3 CAKE TINS,2,11/24/2019 02:00,2.74,15159.0,EIRE
538015,10009,PARTY BUNTING,6,01/28/2020 12:00,3.6,15977.0,Germany
537143,10010,LUNCH BAG WOODLAND,4,02/13/2020 04:00,1.4,14454.0,France
537370,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,11/13/2019 05:00,9.33,,United Kingdom
536675,10018,ALARM CLOCK BAKELIKE RED,1,11/12/2019 15:00,4.39,16564.0,Germany
537530,10015,TRAVEL SEWING KIT,1,11/11/2019 06:00,1.01,,Switzerland
536706,10010,LUNCH BAG WOODLAND,2,02/04/2020 00:00,16.17,13091.0,United Kingdom
536877,10014,STRAWBERRY CERAMIC TRINKET BOX,6,12/08/2019 08:00,2.71,16482.0,United Kingdom
537718,10002,RED WOOLLY HOTTIE MUG,5,12/10/2019 05:00,0.82,15826.0,United Kingdom
536459,10019,HAND WARMER OWL DESIGN,12,11/02/2019 11:00,1.07,17511.0,United Kingdom
537203,10012,ROUND SNACK BOXES SET OF 4,9,02/25/2020 18:00,10.89,16736.0,United Kingdom
537479,10018,ALARM CLOCK BAKELIKE RED,12,12/23/2019 02:00,15.26,17702.0,United Kingdom
536612,10017,WOODEN FRAME ANTIQUE WHITE,7,02/04/2020 17:00,6.75,16293.0,Germany
536917,10011,RECIPE BOX PANTRY DESIGN,5,01/24/2020 22:00,9.2,17344.0,United Kingdom
537009,10005,SET OF 3 CAKE TINS,12,11/18/2019 00:00,8.3,13350.0,United Kingdom
537609,10013,SPACEBOY LUNCH BOX,10,02/05/2020 04:00,4.29,,United Kingdom
538196,10010,LUNCH BAG WOODLAND,6,01/06/2020 01:00,3.42,17957.0,United Kingdom
537932,10008,JUMBO BAG RED RETROSPOT,14,01/12/2020 13:00,4.22,17032.0,United Kingdom
536720,10014,STRAWBERRY CERAMIC TRINKET BOX,1,11/25/2019 01:00,5.13,14740.0,United Kingdom
536399,10017,WOODEN FRAME ANTIQUE WHITE,3,02/10/2020 15:00,1.17,17849.0,United Kingdom
536462,10003,GLASS JAR CANDLE,3,02/20/2020 20:00,5.11,14202.0,United Kingdom
537481,10011,RECIPE BOX PANTRY DESIGN,13,12/19/2019 19:00,10.58,12484.0,United Kingdom
536657,10015,TRAVEL SEWING KIT,20,11/12/2019 02:00,2.0,17078.0,United Kingdom
536798,10006,PACK OF 72 RETRO SPOT CAKE CASES,1,02/10/2020 21:00,1.8,14794.0,United Kingdom
537953,10006,PACK OF 72 RETRO SPOT CAKE CASES,17,02/15/2020 12:00,3.96,12549.0,France
538003,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,12/31/2019 19:00,1.28,13558.0,United Kingdom
537938,10006,PACK OF 72 RETRO SPOT CAKE CASES,1,01/09/2020 12:00,0.66,12773.0,United Kingdom
536840,10011,RECIPE BOX PANTRY DESIGN,3,11/27/2019 18:00,7.75,18267.0,United Kingdom
537526,10019,HAND WARMER OWL DESIGN,3,11/09/2019 02:00,1.57,17382.0,Belgium
537510,10010,LUNCH BAG WOODLAND,1,02/22/2020 08:00,2.51,,United Kingdom
536712,10005,SET OF 3 CAKE TINS,8,12/28/2019 23:00,1.34,,France
537402,10016,VINTAGE SNAKES AND LADDERS,8,12/04/2019 00:00,8.82,17111.0,France
537349,10003,GLASS JAR CANDLE,12,01/23/2020 05:00,5.77,15695.0,United Kingdom
537107,10003,GLASS JAR CANDLE,3,11/04/2019 03:00,1.93,14103.0,United Kingdom
537774,10010,LUNCH BAG WOODLAND,4,11/10/2019 14:00,0.76,16319.0,United Kingdom
537635,10016,VINTAGE SNAKES AND LADDERS,4,11/30/2019 03:00,1.74,18002.0,United Kingdom
537363,10004,VINTAGE UNION JACK BUNTING,22,12/25/2019 02:00,4.35,15081.0,Germany
537725,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,12/15/2019 00:00,2.97,12519.0,United Kingdom
537795,10014,STRAWBERRY CERAMIC TRINKET BOX,2,11/23/2019 11:00,2.74,,United Kingdom
537428,10011,RECIPE BOX PANTRY DESIGN,4,12/13/2019 04:00,3.04,13463.0,United Kingdom
536866,10013,SPACEBOY LUNCH BOX,1,12/11/2019 01:00,5.25,13430.0,Switzerland
537787,10007,REGENCY CAKESTAND 3 TIER,3,01/02/2020 23:00,2.36,16010.0,Belgium
537710,10002,RED WOOLLY HOTTIE MUG,4,01/07/2020 13:00,3.86,17092.0,United Kingdom
538208,10006,PACK OF 72 RETRO SPOT CAKE CASES,2,02/15/2020 00:00,0.92,17057.0,EIRE
536645,10009,PARTY BUNTING,4,02/05/2020 20:00,31.62,17502.0,United Kingdom
537151,10008,JUMBO BAG RED RETROSPOT,8,12/06/2019 02:00,1.85,17595.0,Germany
538097,10017,WOODEN FRAME ANTIQUE WHITE,3,02/17/2020 08:00,3.01,,Portugal
537329,10004,VINTAGE UNION JACK BUNTING,3,01/02/2020 12:00,4.33,14131.0,United Kingdom
538132,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,11/23/2019 12:00,1.63,,United Kingdom
536388,10003,GLASS JAR CANDLE,4,12/11/2019 19:00,2.48,14667.0,United Kingdom
536430,10011,RECIPE BOX PANTRY DESIGN,1,01/29/2020 01:00,2.45,,United Kingdom
537857,10016,VINTAGE SNAKES AND LADDERS,6,02/07/2020 15:00,0.99,15048.0,United Kingdom
537037,10017,WOODEN FRAME ANTIQUE WHITE,3,12/15/2019 21:00,3.81,,United Kingdom
537340,10004,VINTAGE UNION JACK BUNTING,14,11/19/2019 22:00,0.47,12506.0,EIRE
537167,10008,JUMBO BAG RED RETROSPOT,7,11/24/2019 00:00,14.19,15960.0,United Kingdom
537129,10014,STRAWBERRY CERAMIC TRINKET BOX,13,11/13/2019 10:00,5.44,17478.0,United Kingdom
538126,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,01/23/2020 21:00,4.66,17209.0,United Kingdom
