ID_Unit,Tegangan_Output_Volt,Arus_Output_Ampere,Suhu_Komponen_Celcius,Waktu_Uji_Detik,Line_Perakitan,Status_Akhir
U00502,11.707,2.132,49.0,20.3,L2,Lolos
U00503,11.636,1.755,48.9,19.9,L1,Lolos
U00504,,1.73,37.8,20.3,L1,Lolos
U00505,10.914,2.08,38.6,19.3,L3,Gagal
U00506,11.697,2.086,50.8,20.3,L1,Lolos
U00507,10.987,2.685,41.5,13.6,L2,Gagal
U00508,11.142,2.058,42.0,22.5,L2,Lolos
U00509,12.039,2.616,40.1,12.6,L3,Lolos
U00510,12.185,1.831,39.4,18.9,L3,Lolos
U00511,10.034,2.38,49.0,17.9,L2,Gagal
U00512,11.919,1.723,38.7,16.1,L2,Lolos
U00513,11.88,2.403,37.7,15.1,L3,Lolos
U00514,11.973,2.34,46.5,19.6,L3,Lolos
U00515,12.232,2.178,51.4,20.4,L3,Lolos
U00516,12.201,1.566,34.6,17.7,L3,Lolos
U00517,11.79,2.176,46.2,17.1,L2,Lolos
U00518,10.621,2.326,63.2,21.8,L2,Gagal
U00519,12.058,2.113,47.7,16.7,L3,Lolos
U00520,10.619,,52.4,17.9,L1,Gagal
U00521,11.815,2.067,41.4,17.4,L3,Lolos
U00522,12.078,1.912,49.6,25.4,L2,Lolos
U00523,11.848,1.805,47.0,15.5,L3,Lolos
U00524,11.254,2.532,40.9,20.5,L2,Gagal
U00525,12.879,1.987,43.7,12.9,L3,Lolos
U00526,12.24,1.949,45.3,15.1,L3,Lolos
U00527,11.489,2.229,48.3,17.1,L3,Gagal
U00528,12.179,2.476,43.5,17.6,L3,Lolos
U00529,11.099,2.221,57.5,17.2,L1,Gagal
U00530,12.184,1.549,40.0,17.7,L2,Lolos
U00531,,1.61,46.4,15.9,L3,Lolos
U00532,,2.017,39.1,21.9,L2,Lolos
U00533,12.021,2.257,37.6,15.0,L2,Lolos
U00534,11.542,2.034,48.7,20.2,L2,Lolos
U00535,11.486,2.128,52.0,20.0,L1,Lolos
U00536,12.161,1.985,37.9,15.2,L2,Lolos
U00537,11.606,2.241,50.7,16.9,L1,Lolos
U00538,12.24,2.154,44.9,18.0,L1,Lolos
U00539,12.469,1.745,31.7,23.0,L1,Lolos
U00540,11.923,2.112,36.4,16.9,L1,Lolos
U00541,12.424,1.614,48.6,28.9,L3,Lolos
U00542,12.091,2.112,35.3,20.3,L1,Lolos
U00543,12.009,1.929,41.3,19.0,L3,Lolos
U00544,12.025,2.04,44.5,20.7,L1,Lolos
U00545,11.29,,55.5,12.8,L3,Gagal
U00546,11.664,2.07,46.1,21.5,L2,Lolos
U00547,11.425,2.354,54.4,14.0,L1,Lolos
U00548,11.743,2.009,40.1,20.6,L1,Lolos
U00549,12.749,2.047,45.6,16.2,L1,Lolos
U00550,,,58.5,15.6,L2,Gagal
U00551,11.588,2.474,49.3,23.3,L1,Lolos
U00552,11.718,1.996,51.3,17.7,L1,Lolos
U00553,11.734,1.872,42.4,13.4,L3,Lolos
U00554,12.094,1.884,48.9,20.9,L3,Lolos
U00555,11.786,2.113,39.4,14.3,L3,Lolos
U00556,11.931,1.949,44.5,22.1,L1,Lolos
U00557,11.703,1.563,48.0,18.0,L3,Lolos
U00558,11.834,2.281,50.9,14.2,L2,Lolos
U00559,11.227,2.695,62.0,20.5,L1,Gagal
U00560,11.953,2.287,45.5,19.6,L1,Lolos
U00561,12.693,2.336,44.5,11.6,L3,Lolos
U00562,11.99,2.048,48.3,17.8,L1,Lolos
U00563,11.927,,58.1,18.9,L2,Lolos
U00564,11.126,,50.1,18.7,L2,Lolos
U00565,12.084,1.696,47.3,17.4,L3,Lolos
U00566,11.309,1.912,36.8,20.2,L3,Lolos
U00567,12.193,1.985,39.9,19.7,L3,Lolos
U00568,,2.23,43.1,18.1,L2,Lolos
U00569,11.021,1.778,62.2,17.3,L2,Gagal
U00570,11.778,1.822,39.4,18.4,L1,Lolos
U00571,12.009,1.892,48.9,16.2,L3,Lolos
U00572,12.237,2.117,45.7,14.9,L3,Lolos
U00573,11.675,1.983,47.1,14.6,L1,Lolos
U00574,12.214,1.637,43.7,17.7,L1,Lolos
U00575,12.197,1.687,41.4,15.4,L3,Lolos
U00576,11.953,2.034,39.2,17.5,L3,Lolos
U00577,11.432,2.279,57.2,22.0,L3,Gagal
U00578,12.18,2.007,44.5,17.4,L1,Lolos
U00579,10.819,2.358,52.9,18.4,L3,Gagal
U00580,12.346,2.197,46.3,17.3,L2,Lolos
U00581,11.39,2.392,76.0,21.9,L1,Gagal
U00582,12.279,2.084,43.8,23.0,L2,Lolos
U00583,12.103,2.093,54.9,16.6,L3,Lolos
U00584,11.075,2.399,29.5,20.2,L3,Lolos
U00585,10.802,2.024,49.1,24.3,L1,Gagal
U00586,11.633,2.003,59.9,14.5,L3,Gagal
U00587,11.839,1.916,45.1,20.9,L3,Lolos
U00588,11.852,2.314,41.1,12.8,L3,Lolos
U00589,11.064,2.415,53.2,18.1,L3,Gagal
U00590,11.678,1.802,50.9,17.6,L2,Lolos
U00591,12.39,1.974,57.9,12.9,L1,Lolos
U00592,,2.026,51.4,21.3,L1,Lolos
U00593,12.103,2.299,42.0,18.4,L2,Lolos
U00594,12.27,1.905,43.6,15.2,L1,Lolos
U00595,12.262,1.828,43.6,19.0,L2,Lolos
U00596,12.064,1.773,39.8,20.7,L1,Lolos
U00597,11.928,1.914,44.1,12.7,L3,Lolos
U00598,11.808,2.641,43.4,8.6,L1,Lolos
U00599,11.572,2.096,37.8,17.9,L1,Lolos
U00600,11.76,2.15,50.0,15.7,L2,Lolos
U00601,11.664,2.0,47.5,22.0,L3,Lolos
U00602,,2.034,41.2,16.9,L2,Lolos
U00603,12.631,2.197,45.9,18.9,L3,Lolos
U00604,11.398,,39.2,17.4,L1,Lolos
U00605,12.394,2.087,41.7,13.4,L3,Lolos
U00606,11.567,2.004,49.1,18.1,L1,Lolos
U00607,11.642,1.912,47.8,14.0,L2,Lolos
U00608,11.637,2.106,41.9,13.9,L2,Lolos
U00609,11.611,2.021,46.9,14.7,L2,Lolos
U00610,12.323,2.533,44.6,14.4,L3,Lolos
U00611,12.206,2.263,39.0,17.4,L1,Lolos
U00612,11.919,1.831,44.0,16.8,L3,Lolos
U00613,12.948,1.708,47.6,18.9,L3,Lolos
U00614,11.994,1.9,46.8,13.3,L2,Lolos
U00615,12.021,1.729,34.8,17.2,L1,Lolos
U00616,11.76,1.885,46.0,16.6,L2,Lolos
U00617,11.086,2.035,52.5,18.6,L1,Gagal
U00618,11.813,1.918,33.6,18.7,L3,Lolos
U00619,,1.921,40.2,18.5,L1,Lolos
U00620,12.2,2.037,47.9,15.0,L1,Lolos
U00621,12.672,2.462,63.3,18.1,L3,Gagal
U00622,11.749,1.774,35.2,16.5,L3,Lolos
U00623,12.206,2.304,50.9,21.9,L2,Lolos
U00624,12.107,2.101,33.7,18.3,L1,Lolos
U00625,12.152,1.864,53.4,18.2,L3,Lolos
U00626,,1.778,43.6,14.2,L1,Lolos
U00627,11.636,1.633,40.7,16.2,L1,Lolos
U00628,10.653,2.185,50.5,18.8,L3,Gagal
U00629,12.305,2.262,39.2,17.8,L2,Lolos
U00630,11.784,2.235,48.1,17.7,L1,Lolos
U00631,12.213,1.854,44.3,12.7,L2,Lolos
U00632,12.42,2.342,22.1,15.6,L2,Lolos
U00633,11.873,2.154,40.1,17.2,L2,Lolos
U00634,11.496,2.051,46.1,21.6,L3,Lolos
U00635,11.54,2.215,51.4,12.3,L1,Lolos
U00636,11.763,,47.0,14.9,L2,Lolos
U00637,11.844,2.038,51.3,12.3,L2,Lolos
U00638,11.987,1.94,39.6,19.0,L3,Lolos
U00639,11.994,1.973,49.4,21.6,L2,Lolos
U00640,11.905,,49.5,19.1,L1,Lolos
U00641,12.238,1.8,35.2,19.7,L3,Lolos
U00642,11.734,2.45,51.6,14.9,L1,Lolos
U00643,12.443,1.793,47.0,19.1,L2,Lolos
U00644,12.329,1.537,43.3,15.7,L2,Lolos
U00645,12.303,2.226,43.2,18.2,L1,Lolos
U00646,11.071,2.61,52.6,19.5,L1,Gagal
U00647,,2.076,48.8,17.1,L1,Lolos
U00648,,1.961,46.8,20.5,L3,Lolos
U00649,,2.228,48.5,17.5,L1,Lolos
U00650,,,45.5,18.8,L2,Lolos
U00651,11.741,1.87,46.2,23.7,L1,Lolos
U00652,11.758,,43.2,19.5,L3,Lolos
U00653,10.568,2.625,62.3,15.8,L3,Gagal
U00654,13.005,1.856,48.6,16.6,L1,Lolos
U00655,11.317,2.377,46.0,20.6,L3,Lolos
U00656,,2.279,44.2,21.1,L2,Lolos
U00657,,1.689,34.4,17.9,L1,Lolos
U00658,11.762,2.399,33.1,13.4,L1,Lolos
U00659,11.877,1.703,42.8,15.1,L3,Lolos
U00660,12.138,1.828,52.6,18.5,L2,Lolos
U00661,12.361,2.171,40.8,19.7,L1,Lolos
U00662,11.904,2.26,41.0,21.0,L2,Lolos
U00663,11.602,2.302,42.6,11.9,L3,Gagal
U00664,10.258,2.11,48.1,20.6,L2,Gagal
U00665,11.788,1.935,39.5,22.3,L1,Lolos
U00666,12.173,1.905,46.7,10.8,L1,Lolos
U00667,12.691,2.21,42.0,18.0,L2,Lolos
U00668,11.662,1.899,41.8,20.3,L2,Lolos
U00669,11.6,1.837,41.2,13.8,L3,Lolos
U00670,10.228,2.276,56.8,16.5,L3,Gagal
U00671,12.019,1.851,47.3,19.7,L1,Lolos
U00672,11.749,1.97,33.8,16.4,L3,Lolos
U00673,11.574,1.717,40.4,16.9,L1,Lolos
U00674,11.82,,44.5,18.7,L1,Lolos
U00675,,2.245,47.6,14.5,L3,Lolos
U00676,11.883,1.75,45.8,14.8,L3,Lolos
U00677,12.41,1.673,49.9,19.4,L3,Lolos
U00678,10.751,2.711,49.9,20.8,L2,Gagal
U00679,12.211,2.212,47.5,19.2,L3,Lolos
U00680,11.336,2.764,71.5,22.1,L2,Gagal
U00681,11.498,2.549,60.0,19.3,L2,Gagal
U00682,12.292,2.328,45.5,23.5,L3,Lolos
U00683,11.574,2.221,48.1,18.2,L1,Lolos
U00684,11.806,1.914,41.7,18.8,L3,Lolos
U00685,11.855,1.734,39.3,19.2,L2,Lolos
U00686,12.134,1.679,45.3,16.1,L1,Lolos
U00687,12.221,1.965,35.1,15.7,L3,Lolos
U00688,11.715,1.725,47.4,15.3,L2,Lolos
U00689,11.665,1.801,48.4,16.3,L1,Lolos
U00690,11.29,2.25,43.5,24.2,L3,Gagal
U00691,11.462,2.349,46.0,23.5,L1,Lolos
U00692,12.353,1.622,43.7,17.0,L2,Lolos
U00693,11.922,2.007,53.9,16.7,L3,Lolos
U00694,11.591,1.687,52.9,11.6,L1,Lolos
U00695,11.584,1.861,50.0,15.0,L3,Lolos
U00696,12.11,2.232,52.3,15.6,L2,Lolos
U00697,12.1,1.788,42.8,16.7,L2,Lolos
U00698,11.731,1.934,46.6,16.3,L1,Lolos
U00699,11.96,2.035,43.5,18.6,L3,Lolos
U00700,11.605,2.175,39.0,20.3,L1,Lolos
U00701,11.91,1.863,45.5,15.8,L1,Lolos
U00702,12.516,,44.5,22.3,L1,Lolos
U00703,12.746,1.889,43.8,19.0,L2,Lolos
U00704,11.926,2.121,44.6,20.7,L3,Lolos
U00705,12.151,1.953,45.4,16.7,L3,Lolos
U00706,12.137,2.185,50.3,19.6,L3,Lolos
U00707,11.398,2.507,41.5,19.4,L1,Lolos
U00708,11.598,1.931,37.3,22.4,L2,Lolos
U00709,11.19,1.996,49.1,20.0,L2,Lolos
U00710,12.157,,50.1,20.6,L2,Lolos
U00711,12.37,2.166,57.8,16.4,L2,Gagal
U00712,12.373,1.825,38.2,21.6,L1,Lolos
U00713,12.016,1.995,44.2,14.2,L2,Lolos
U00714,11.966,1.806,46.7,16.3,L2,Lolos
U00715,10.779,2.341,46.1,18.8,L3,Gagal
U00716,12.371,,40.4,14.5,L3,Lolos
U00717,12.075,,44.1,15.2,L3,Lolos
U00718,12.022,2.411,52.1,15.2,L2,Lolos
U00719,11.614,2.162,46.4,19.1,L2,Lolos
U00720,12.21,1.782,41.6,17.5,L3,Lolos
U00721,11.948,1.684,43.8,20.9,L3,Lolos
U00722,12.139,1.609,41.0,23.6,L3,Lolos
U00723,12.35,2.16,42.5,18.8,L3,Lolos
U00724,11.428,2.316,49.3,16.5,L2,Lolos
U00725,11.897,2.042,33.5,19.1,L3,Lolos
U00726,11.846,2.214,52.9,15.3,L2,Lolos
U00727,11.815,2.111,58.1,17.8,L3,Lolos
U00728,11.609,1.807,46.0,25.4,L3,Lolos
U00729,10.615,2.607,51.9,17.4,L1,Gagal
U00730,11.616,2.236,52.0,18.9,L3,Lolos
U00731,12.289,1.752,46.7,17.5,L3,Lolos
U00732,,2.202,41.8,16.8,L3,Lolos
U00733,12.108,1.963,39.2,19.4,L1,Lolos
U00734,11.326,1.935,42.6,14.2,L2,Lolos
U00735,12.682,2.098,46.2,17.5,L1,Lolos
U00736,11.857,,50.4,13.9,L1,Lolos
U00737,11.848,2.504,49.2,22.6,L2,Gagal
U00738,12.262,1.788,47.7,21.0,L3,Lolos
U00739,11.919,2.141,43.0,15.7,L1,Lolos
U00740,12.715,1.71,50.1,12.4,L3,Lolos
U00741,12.199,1.955,43.8,19.5,L1,Lolos
U00742,11.92,1.972,56.0,17.9,L1,Lolos
U00743,11.863,2.243,41.1,24.7,L2,Lolos
U00744,12.361,2.002,47.4,22.2,L1,Lolos
U00745,11.812,1.935,58.1,19.9,L1,Lolos
U00746,11.868,2.356,51.3,16.4,L3,Lolos
U00747,11.791,1.893,49.5,17.2,L3,Lolos
U00748,11.736,1.882,46.8,18.9,L1,Lolos
U00749,11.757,1.531,45.3,19.1,L3,Lolos
U00750,12.62,1.946,44.0,15.9,L1,Lolos
U00751,12.353,1.765,41.6,13.9,L3,Lolos
U00752,12.082,1.937,35.8,23.8,L3,Lolos
U00753,10.758,2.289,54.0,18.1,L1,Gagal
U00754,11.807,1.729,35.8,19.3,L1,Lolos
U00755,11.872,1.794,48.9,15.4,L2,Lolos
U00756,12.626,1.6,43.1,22.1,L3,Lolos
U00757,12.102,1.873,39.3,21.1,L1,Lolos
U00758,12.262,,53.4,18.2,L3,Lolos
U00759,,2.536,36.3,18.6,L2,Lolos
U00760,11.69,2.376,41.0,18.9,L3,Lolos
U00761,12.036,2.335,41.6,18.3,L1,Lolos
U00762,11.623,1.676,45.9,19.7,L2,Lolos
U00763,11.967,2.354,49.0,19.1,L2,Gagal
U00764,,1.699,53.8,17.5,L2,Lolos
U00765,11.8,2.461,36.8,14.5,L1,Lolos
U00766,12.285,2.208,69.5,17.9,L2,Lolos
U00767,,1.737,38.6,20.3,L3,Lolos
U00768,11.923,2.092,62.7,20.0,L3,Lolos
U00769,11.077,1.629,51.6,21.9,L1,Lolos
U00770,11.887,1.966,44.3,22.3,L1,Lolos
U00771,12.208,1.956,46.4,20.1,L2,Lolos
U00772,11.781,2.185,42.7,18.6,L1,Lolos
U00773,12.196,2.247,47.1,19.0,L1,Lolos
U00774,11.994,2.005,40.6,16.3,L1,Lolos
U00775,12.381,1.944,49.3,20.4,L2,Lolos
U00776,11.743,1.191,46.1,22.0,L1,Lolos
U00777,11.915,2.391,39.1,21.1,L3,Lolos
U00778,11.486,1.836,47.6,19.7,L1,Lolos
U00779,10.506,2.298,56.0,17.3,L1,Gagal
U00780,11.852,2.565,40.7,16.9,L2,Lolos
U00781,12.336,1.701,42.4,17.5,L1,Lolos
U00782,11.781,2.005,48.1,15.8,L2,Lolos
U00783,11.852,2.124,51.5,18.8,L1,Lolos
U00784,11.764,2.273,44.1,9.6,L3,Lolos
U00785,12.01,,50.6,16.4,L2,Lolos
U00786,12.696,2.294,52.0,18.2,L1,Lolos
U00787,10.776,1.896,52.8,25.5,L2,Lolos
U00788,11.983,2.136,47.5,18.0,L2,Lolos
U00789,12.411,2.103,39.6,18.1,L3,Lolos
U00790,11.265,2.416,59.8,15.5,L3,Gagal
U00791,12.184,2.081,43.9,23.2,L3,Lolos
U00792,12.412,1.781,48.0,15.6,L3,Lolos
U00793,11.487,2.657,54.0,24.1,L1,Gagal
U00794,11.772,1.678,41.4,15.8,L3,Lolos
U00795,12.327,1.89,40.8,20.8,L3,Lolos
U00796,,2.285,37.1,17.8,L1,Lolos
U00797,11.978,2.105,41.5,16.3,L3,Lolos
U00798,12.214,2.077,38.8,21.0,L2,Lolos
U00799,12.336,1.6,48.4,22.0,L2,Lolos
U00800,11.981,2.08,38.6,17.4,L3,Lolos
U00801,11.353,2.412,48.0,17.9,L2,Gagal
U00802,12.183,2.134,45.0,16.8,L3,Lolos
U00803,11.838,,55.9,18.7,L3,Lolos
U00804,12.416,1.898,40.8,14.7,L2,Lolos
U00805,11.639,1.921,36.7,9.9,L2,Lolos
U00806,11.419,2.85,42.3,12.4,L3,Gagal
U00807,12.269,1.849,39.8,17.3,L2,Lolos
U00808,11.63,2.022,41.1,14.8,L3,Lolos
U00809,12.305,1.501,58.8,17.6,L1,Lolos
U00810,12.067,1.923,50.8,16.5,L3,Lolos
U00811,12.464,2.326,43.1,15.9,L2,Lolos
U00812,12.214,2.084,56.1,16.1,L3,Lolos
U00813,11.943,2.225,41.3,20.9,L2,Lolos
U00814,12.081,2.239,42.5,18.7,L2,Lolos
U00815,12.094,2.337,42.2,22.7,L1,Lolos
U00816,12.708,1.913,51.2,18.3,L1,Lolos
U00817,12.03,2.236,44.6,12.3,L3,Lolos
U00818,11.952,2.562,54.0,14.9,L2,Lolos
U00819,11.932,1.993,47.6,18.3,L1,Lolos
U00820,10.906,1.913,58.3,18.7,L1,Gagal
U00821,11.603,1.851,34.1,16.2,L1,Lolos
U00822,10.633,2.57,42.0,15.6,L3,Gagal
U00823,11.646,,35.0,16.2,L2,Lolos
U00824,,1.809,42.4,17.6,L2,Lolos
U00825,12.281,1.918,35.8,17.9,L3,Lolos
U00826,,2.027,52.4,14.7,L2,Lolos
U00827,11.74,,43.8,18.7,L1,Lolos
U00828,11.947,2.172,48.7,18.7,L2,Lolos
U00829,11.914,,42.0,17.7,L3,Lolos
U00830,12.018,2.967,49.9,15.9,L3,Lolos
U00831,11.473,1.996,33.2,20.0,L2,Lolos
U00832,10.859,2.118,55.4,22.0,L1,Gagal
U00833,11.495,1.74,48.0,16.7,L1,Lolos
U00834,11.685,1.742,48.5,16.1,L1,Lolos
U00835,11.747,1.663,43.1,19.4,L1,Lolos
U00836,,2.128,34.7,14.5,L3,Lolos
U00837,12.268,1.333,51.1,14.2,L2,Lolos
U00838,12.644,2.246,42.6,16.1,L1,Lolos
U00839,12.289,2.204,43.2,18.9,L2,Lolos
U00840,10.613,2.443,71.9,15.4,L2,Gagal
U00841,12.074,2.229,45.6,17.9,L1,Lolos
U00842,11.977,1.727,41.9,12.0,L3,Lolos
U00843,11.787,1.789,41.5,19.9,L2,Lolos
U00844,12.464,2.137,48.9,22.3,L2,Lolos
U00845,,1.948,40.1,15.3,L2,Lolos
U00846,11.485,1.844,48.1,19.3,L3,Lolos
U00847,12.504,1.972,51.6,17.4,L3,Lolos
U00848,11.793,2.33,44.5,18.3,L1,Lolos
U00849,11.908,2.32,50.9,17.3,L3,Lolos
U00850,12.099,2.107,44.6,17.1,L1,Lolos
U00851,12.542,,40.9,15.5,L1,Lolos
U00852,12.098,2.13,35.0,14.7,L2,Lolos
U00853,11.365,2.326,60.0,21.3,L2,Gagal
U00854,12.299,,46.8,13.0,L2,Lolos
U00855,12.354,2.238,50.9,17.9,L1,Lolos
U00856,11.4,2.835,62.6,17.8,L2,Gagal
U00857,12.356,1.799,57.4,17.9,L2,Lolos
U00858,11.791,1.768,41.5,20.0,L1,Lolos
U00859,11.393,2.138,47.1,16.9,L2,Lolos
U00860,,1.932,40.9,20.0,L1,Lolos
U00861,10.71,2.733,57.9,24.0,L3,Gagal
U00862,11.026,2.527,48.0,17.5,L3,Gagal
U00863,11.238,3.017,60.8,11.9,L2,Gagal
U00864,11.824,2.015,40.6,17.6,L1,Lolos
U00865,11.746,2.22,49.6,17.3,L3,Lolos
U00866,12.162,1.871,52.2,19.2,L2,Lolos
U00867,12.166,,35.7,12.0,L2,Lolos
U00868,12.217,1.987,36.9,19.0,L3,Lolos
U00869,12.195,1.973,46.4,16.7,L2,Lolos
U00870,11.854,2.456,45.8,20.4,L3,Lolos
U00871,11.854,1.664,43.2,16.4,L1,Lolos
U00872,12.392,1.999,42.1,20.6,L2,Lolos
U00873,11.818,2.013,39.9,13.5,L1,Lolos
U00874,10.871,2.368,53.7,18.1,L2,Gagal
U00875,12.325,1.726,39.2,15.1,L3,Lolos
U00876,11.993,1.925,47.2,16.5,L2,Lolos
U00877,10.732,,48.5,26.2,L3,Gagal
U00878,11.827,1.437,42.5,15.2,L3,Lolos
U00879,12.393,2.291,52.3,16.9,L1,Lolos
U00880,11.634,2.139,60.9,14.6,L3,Gagal
U00881,12.083,1.599,39.0,17.1,L2,Lolos
U00882,11.592,2.237,39.8,17.6,L2,Lolos
U00883,12.084,1.916,49.7,15.8,L1,Lolos
U00884,11.926,1.925,36.4,22.7,L1,Lolos
U00885,11.681,1.93,53.7,21.5,L2,Lolos
U00886,11.789,2.269,45.8,15.2,L3,Lolos
U00887,,1.862,41.5,20.5,L3,Lolos
U00888,12.435,2.149,45.1,16.6,L2,Lolos
U00889,10.839,2.22,58.1,14.3,L1,Gagal
U00890,11.674,2.083,32.2,15.8,L2,Lolos
U00891,12.243,2.226,51.2,14.2,L1,Lolos
U00892,11.857,2.351,52.2,20.8,L3,Lolos
U00893,12.193,1.613,43.1,15.4,L3,Lolos
U00894,11.852,1.926,44.6,21.9,L3,Lolos
U00895,12.202,,45.8,18.4,L1,Lolos
U00896,,2.23,49.4,16.8,L2,Lolos
U00897,12.192,1.95,40.6,16.5,L1,Lolos
U00898,11.265,2.001,44.9,23.3,L1,Lolos
U00899,12.324,2.074,44.4,18.0,L2,Lolos
U00900,11.988,1.907,49.1,16.5,L2,Lolos
U00901,12.154,2.137,61.1,20.6,L3,Lolos
U00902,,,40.6,19.8,L1,Lolos
U00903,11.403,1.721,45.5,15.0,L3,Lolos
U00904,,1.878,40.4,18.0,L3,Lolos
U00905,12.117,1.886,42.1,12.6,L3,Lolos
U00906,12.265,1.936,38.5,17.9,L1,Lolos
U00907,11.72,2.067,35.8,18.9,L2,Lolos
U00908,11.365,2.705,64.4,19.3,L2,Gagal
U00909,11.542,1.82,47.1,15.0,L3,Lolos
U00910,12.052,2.335,45.6,15.8,L3,Lolos
U00911,11.671,2.001,39.8,18.7,L2,Lolos
U00912,13.753,2.366,44.6,21.8,L3,Lolos
U00913,12.212,2.36,38.1,18.3,L2,Lolos
U00914,,,44.8,16.3,L1,Lolos
U00915,11.913,1.877,47.0,20.9,L1,Lolos
U00916,12.14,1.896,41.7,18.4,L2,Lolos
U00917,,2.078,40.5,18.5,L1,Lolos
U00918,11.625,2.182,42.0,20.4,L1,Lolos
U00919,11.765,2.037,49.9,17.7,L2,Lolos
U00920,12.34,1.862,46.2,15.2,L1,Lolos
U00921,11.924,2.413,35.4,17.5,L3,Lolos
U00922,11.738,1.89,49.3,21.3,L1,Lolos
U00923,11.779,2.185,48.3,23.7,L2,Lolos
U00924,11.572,1.991,46.1,14.3,L3,Lolos
U00925,11.314,1.984,54.9,22.9,L3,Lolos
U00926,11.406,2.168,45.1,16.9,L3,Lolos
U00927,12.016,2.386,47.6,18.1,L1,Lolos
U00928,12.235,2.076,47.8,23.1,L2,Lolos
U00929,12.882,1.878,50.3,16.8,L1,Lolos
U00930,11.986,2.37,43.7,17.2,L1,Lolos
U00931,,2.123,41.1,16.1,L3,Lolos
U00932,11.99,2.043,50.8,18.1,L1,Lolos
U00933,12.246,2.257,50.5,18.9,L1,Lolos
U00934,12.361,2.081,52.6,15.9,L1,Lolos
U00935,,2.614,47.5,22.4,L2,Lolos
U00936,11.534,2.508,42.9,15.8,L3,Gagal
U00937,12.033,2.287,46.0,19.5,L1,Lolos
U00938,12.258,2.11,45.2,18.1,L1,Lolos
U00939,11.585,2.11,52.4,21.7,L3,Lolos
U00940,11.297,1.909,51.4,15.6,L1,Lolos
U00941,12.733,,48.7,19.7,L1,Lolos
U00942,11.984,2.124,32.6,25.3,L1,Lolos
U00943,12.187,1.783,40.1,13.7,L3,Lolos
U00944,10.179,2.007,53.4,15.3,L3,Gagal
U00945,12.541,2.004,43.0,24.3,L1,Lolos
U00946,12.405,2.31,46.0,17.6,L1,Lolos
U00947,11.452,2.02,53.9,18.3,L1,Lolos
U00948,,2.455,59.3,17.0,L2,Gagal
U00949,12.093,1.735,39.5,23.0,L3,Lolos
U00950,11.558,2.424,40.0,13.2,L3,Lolos
U00951,12.171,2.277,39.5,21.7,L2,Lolos
U00952,,2.305,44.3,13.6,L3,Lolos
U00953,12.113,1.637,49.8,13.3,L1,Lolos
U00954,10.305,2.154,63.5,14.7,L3,Gagal
U00955,11.637,1.765,42.7,17.6,L2,Lolos
U00956,11.957,2.193,44.8,15.9,L3,Lolos
U00957,11.913,2.08,55.0,15.7,L1,Lolos
U00958,11.92,2.13,36.1,15.2,L3,Lolos
U00959,11.907,1.821,48.8,15.3,L1,Lolos
U00960,11.369,1.74,48.2,15.2,L3,Lolos
U00961,12.282,1.84,43.2,18.7,L1,Lolos
U00962,12.22,2.077,44.9,16.1,L1,Lolos
U00963,12.183,1.939,47.5,10.0,L2,Lolos
U00964,12.15,2.063,43.2,17.9,L2,Lolos
U00965,10.965,2.08,43.8,20.2,L1,Gagal
U00966,11.788,1.998,40.7,17.2,L1,Lolos
U00967,11.644,2.349,56.2,14.2,L3,Lolos
U00968,12.54,2.083,42.4,20.2,L1,Lolos
U00969,11.993,2.099,46.2,13.9,L3,Lolos
U00970,10.711,2.387,62.5,17.0,L1,Gagal
U00971,11.99,1.872,43.7,17.9,L1,Lolos
U00972,11.271,2.408,45.2,21.2,L1,Lolos
U00973,12.087,2.089,48.0,19.7,L2,Lolos
U00974,12.05,2.044,39.9,18.7,L2,Lolos
U00975,11.81,2.172,35.8,20.8,L2,Lolos
U00976,11.671,2.235,40.6,14.5,L3,Lolos
U00977,12.197,1.689,55.4,22.7,L2,Lolos
U00978,11.282,2.46,54.3,8.8,L1,Gagal
U00979,11.32,2.559,45.8,22.3,L2,Lolos
U00980,12.421,2.414,37.0,15.5,L1,Lolos
U00981,11.671,1.973,53.1,19.1,L2,Lolos
U00982,11.539,2.182,43.2,22.3,L2,Lolos
U00983,12.476,,42.3,19.7,L1,Lolos
U00984,12.371,2.088,44.2,19.1,L3,Lolos
U00985,11.853,1.885,60.1,20.6,L2,Lolos
U00986,11.562,1.881,47.6,13.6,L1,Lolos
U00987,11.682,1.852,44.1,14.0,L1,Lolos
U00988,11.847,2.421,27.7,18.8,L1,Lolos
U00989,12.426,1.88,53.1,17.4,L3,Lolos
U00990,12.453,,40.8,17.1,L1,Lolos
U00991,12.058,,39.9,21.7,L2,Lolos
U00992,,1.863,40.4,21.5,L2,Lolos
U00993,11.927,2.097,53.8,15.2,L2,Lolos
U00994,11.695,,44.7,19.3,L2,Lolos
U00995,11.475,2.166,35.9,13.3,L2,Lolos
U00996,12.113,1.966,43.8,13.2,L3,Lolos
U00997,12.315,1.862,40.0,15.3,L1,Lolos
U00998,11.821,1.809,47.2,17.8,L2,Lolos
U00999,12.416,2.493,42.7,16.0,L1,Lolos
U01000,,1.991,35.6,19.4,L1,Lolos
U01001,12.029,1.981,44.5,18.0,L1,Lolos
U01002,11.923,,44.7,21.3,L3,Lolos
U01003,12.433,1.79,37.5,19.6,L3,Lolos
U01004,12.172,2.284,33.2,14.9,L1,Lolos
U01005,11.137,2.218,56.5,20.7,L2,Gagal
U01006,12.027,1.654,43.3,15.4,L3,Lolos
