Tanggal,Shift,Mesin,Jumlah_Produksi,Jumlah_Cacat,Downtime (menit),Suhu_Mesin,Kelembaban
2025-12-10,Malam,B,307,3,16.7,79.5,47.5
2025-12-10,Malam,C,413,12,4.1,81.6,43.3
2025-12-10,Malam,D,265,6,17.9,89.2,41.4
2025-12-11,Pagi,A,381,7,8.7,70.5,49.8
2025-12-11,Pagi,B,376,11,41.7,72.4,49.2
2025-12-11,Pagi,C,385,11,5.8,84.3,50.1
2025-12-11,Pagi,D,347,12,0.4,74.8,37.7
2025-12-11,Siang,A,298,5,4.8,76.2,40.9
2025-12-11,Siang,B,375,9,14.9,71.1,
2025-12-11,Siang,C,341,10,12.0,74.8,63.2
2025-12-11,Siang,D,367,8,13.7,62.4,45.6
2025-12-11,Malam,A,372,9,2.8,80.7,51.9
2025-12-11,Malam,B,295,5,1.3,71.1,32.4
2025-12-11,Malam,C,457,13,9.8,82.2,63.2
2025-12-11,Malam,D,390,10,7.2,66.2,52.2
2025-12-12,Pagi,A,315,3,58.7,70.7,65.7
2025-12-12,Pagi,B,347,9,4.9,70.9,52.2
2025-12-12,Pagi,C,284,3,10.3,81.1,31.6
2025-12-12,Pagi,D,222,6,7.3,65.1,53.8
2025-12-12,Siang,A,376,10,54.1,67.0,59.3
2025-12-12,Siang,B,407,11,6.2,,65.2
2025-12-12,Siang,C,283,3,25.0,66.9,29.7
2025-12-12,Siang,D,283,6,4.9,69.6,50.1
2025-12-12,Malam,A,457,10,0.0,70.0,52.1
2025-12-12,Malam,B,348,6,9.3,78.2,56.0
2025-12-12,Malam,C,313,2,20.0,69.0,50.2
2025-12-12,Malam,D,253,11,9.9,89.9,40.1
2025-12-13,Pagi,A,282,10,28.2,85.7,49.4
2025-12-13,Pagi,B,363,11,20.6,64.6,40.6
2025-12-13,Pagi,C,364,7,3.9,76.7,48.1
2025-12-13,Pagi,D,383,3,0.0,79.3,57.8
2025-12-13,Siang,A,238,7,21.0,71.0,46.5
2025-12-13,Siang,B,372,10,39.9,68.6,67.0
2025-12-13,Siang,C,331,7,4.3,69.6,60.8
2025-12-13,Siang,D,336,9,11.2,77.7,52.2
2025-12-13,Malam,A,434,8,48.4,79.7,42.1
2025-12-13,Malam,B,401,8,13.9,85.7,61.1
2025-12-13,Malam,C,435,7,19.3,84.9,63.0
2025-12-13,Malam,D,425,11,6.1,88.2,47.2
2025-12-14,Pagi,A,317,8,11.9,81.5,61.4
2025-12-14,Pagi,B,217,4,16.7,80.5,52.8
2025-12-14,Pagi,C,349,8,9.7,73.5,53.8
2025-12-14,Pagi,D,309,5,4.1,81.9,64.9
2025-12-14,Siang,A,321,8,1.0,77.8,35.4
2025-12-14,Siang,B,312,7,26.7,79.0,48.2
2025-12-14,Siang,C,322,8,16.1,55.0,40.4
2025-12-14,Siang,D,309,3,1.3,67.0,45.9
2025-12-14,Malam,A,449,16,0.5,81.5,33.6
2025-12-14,Malam,B,282,4,7.7,83.7,25.0
2025-12-14,Malam,C,278,6,13.4,78.5,40.5
2025-12-14,Malam,D,341,2,27.6,76.2,49.5
2025-12-15,Pagi,A,282,4,9.2,84.0,63.0
2025-12-15,Pagi,B,314,3,37.5,72.8,62.7
2025-12-15,Pagi,C,302,5,18.7,72.2,58.6
2025-12-15,Pagi,D,261,5,17.0,75.6,57.7
2025-12-15,Siang,A,317,4,4.3,77.8,58.7
2025-12-15,Siang,B,248,4,15.7,74.1,
2025-12-15,Siang,C,436,12,14.6,83.2,48.9
2025-12-15,Siang,D,289,8,1.3,70.6,55.4
2025-12-15,Malam,A,376,9,9.2,77.4,51.1
2025-12-15,Malam,B,318,5,14.8,69.0,59.9
2025-12-15,Malam,C,436,42,21.1,95.4,43.4
2025-12-15,Malam,D,354,10,14.1,84.8,54.7
2025-12-16,Pagi,A,397,2,0.2,74.9,65.2
2025-12-16,Pagi,B,167,4,12.5,77.0,28.9
2025-12-16,Pagi,C,294,2,28.8,81.2,
2025-12-16,Pagi,D,415,9,23.6,81.3,42.5
2025-12-16,Siang,A,352,9,0.1,77.9,50.0
2025-12-16,Siang,B,383,13,2.4,65.3,58.9
2025-12-16,Siang,C,469,15,23.3,69.4,71.8
2025-12-16,Siang,D,369,5,14.5,74.2,53.0
2025-12-16,Malam,A,419,9,5.9,80.8,54.0
2025-12-16,Malam,B,445,8,27.4,75.4,55.4
2025-12-16,Malam,C,411,11,8.1,69.1,43.7
2025-12-16,Malam,D,297,5,7.1,68.7,59.4
2025-12-17,Pagi,A,300,10,2.0,84.1,40.4
2025-12-17,Pagi,B,244,3,0.3,83.0,25.8
2025-12-17,Pagi,C,369,7,10.8,73.7,54.7
2025-12-17,Pagi,D,266,6,25.9,70.3,44.6
2025-12-17,Siang,A,263,15,8.6,92.4,
2025-12-17,Siang,B,337,9,1.2,80.1,
2025-12-17,Siang,C,390,4,4.7,70.5,25.0
2025-12-17,Siang,D,360,8,16.3,81.9,35.3
2025-12-17,Malam,A,259,4,8.7,79.2,50.8
2025-12-17,Malam,B,408,5,2.7,76.4,39.6
2025-12-17,Malam,C,384,13,5.9,72.8,47.5
2025-12-17,Malam,D,377,9,0.5,84.4,40.8
2025-12-18,Pagi,A,385,20,25.7,91.2,46.5
2025-12-18,Pagi,B,356,7,8.7,71.6,32.7
2025-12-18,Pagi,C,419,11,7.4,81.9,40.3
2025-12-18,Pagi,D,419,9,7.4,91.2,54.2
2025-12-18,Siang,A,362,6,4.1,70.9,55.7
2025-12-18,Siang,B,276,4,9.3,79.4,40.1
2025-12-18,Siang,C,336,4,36.3,80.9,43.4
2025-12-18,Siang,D,398,10,48.2,81.2,53.2
2025-12-18,Malam,A,401,11,2.8,77.9,68.2
2025-12-18,Malam,B,328,7,,79.3,58.3
2025-12-18,Malam,C,314,5,2.7,81.1,54.6
2025-12-18,Malam,D,294,10,7.1,78.6,41.8
2025-12-19,Pagi,A,236,4,1.6,72.4,
2025-12-19,Pagi,B,310,14,14.5,89.5,42.3
2025-12-19,Pagi,C,300,9,37.8,73.1,51.3
2025-12-19,Pagi,D,189,13,2.1,96.0,37.7
2025-12-19,Siang,A,352,14,11.9,74.6,60.8
2025-12-19,Siang,B,440,11,5.8,88.6,48.1
2025-12-19,Siang,C,377,10,84.3,71.3,49.6
2025-12-19,Siang,D,280,7,11.9,73.1,47.7
2025-12-19,Malam,A,327,4,12.7,69.3,50.0
2025-12-19,Malam,B,311,8,0.4,78.4,46.9
2025-12-19,Malam,C,400,7,11.6,84.0,37.7
2025-12-19,Malam,D,359,9,6.9,68.3,32.6
2025-12-20,Pagi,A,286,5,29.1,70.0,51.4
2025-12-20,Pagi,B,305,8,8.4,85.3,50.3
2025-12-20,Pagi,C,493,9,6.5,80.5,48.2
2025-12-20,Pagi,D,372,9,1.4,76.5,68.7
2025-12-20,Siang,A,275,4,4.6,74.9,44.1
2025-12-20,Siang,B,231,4,0.8,83.2,58.5
2025-12-20,Siang,C,313,6,1.0,73.2,46.6
2025-12-20,Siang,D,383,7,8.0,83.5,66.2
2025-12-20,Malam,A,434,7,8.5,80.3,51.1
2025-12-20,Malam,B,376,6,1.8,86.9,63.4
2025-12-20,Malam,C,449,6,5.9,84.2,56.0
2025-12-20,Malam,D,351,8,6.5,87.8,67.5
2025-12-21,Pagi,A,465,8,6.8,76.6,45.1
2025-12-21,Pagi,B,313,3,13.5,71.1,55.1
2025-12-21,Pagi,C,282,6,14.9,76.5,54.0
2025-12-21,Pagi,D,395,15,7.9,72.2,49.8
2025-12-21,Siang,A,395,8,3.5,71.5,29.8
2025-12-21,Siang,B,325,6,60.3,81.6,60.0
2025-12-21,Siang,C,416,8,29.8,77.2,42.4
2025-12-21,Siang,D,339,5,6.9,79.2,39.3
2025-12-21,Malam,A,310,9,5.7,70.5,35.4
2025-12-21,Malam,B,270,8,0.5,86.8,30.1
2025-12-21,Malam,C,324,9,2.5,81.7,47.9
2025-12-21,Malam,D,467,11,36.0,79.7,45.8
2025-12-22,Pagi,A,335,11,13.8,75.5,57.8
2025-12-22,Pagi,B,333,3,12.8,68.5,36.8
2025-12-22,Pagi,C,361,10,0.3,77.0,56.8
2025-12-22,Pagi,D,322,4,25.0,73.9,49.9
2025-12-22,Siang,A,351,5,0.7,,62.8
2025-12-22,Siang,B,402,8,4.4,83.7,52.4
2025-12-22,Siang,C,284,15,2.8,72.8,62.0
2025-12-22,Siang,D,332,10,0.6,80.2,48.2
2025-12-22,Malam,A,382,6,2.3,76.4,63.8
2025-12-22,Malam,B,346,6,0.4,66.8,53.9
2025-12-22,Malam,C,330,8,1.4,82.0,37.6
2025-12-22,Malam,D,332,7,5.5,65.2,45.1
2025-12-23,Pagi,A,415,10,36.0,77.3,34.2
2025-12-23,Pagi,B,357,11,53.6,86.2,47.7
2025-12-23,Pagi,C,368,7,20.8,76.5,55.8
2025-12-23,Pagi,D,423,16,3.6,88.8,29.6
2025-12-23,Siang,A,266,2,24.6,85.3,43.1
2025-12-23,Siang,B,334,4,2.9,78.2,55.6
2025-12-23,Siang,C,377,5,0.5,55.2,53.6
2025-12-23,Siang,D,290,5,56.8,77.1,52.2
2025-12-23,Malam,A,331,4,14.6,81.4,35.6
2025-12-23,Malam,B,348,10,12.6,80.3,51.4
2025-12-23,Malam,C,434,26,11.4,95.7,41.7
2025-12-23,Malam,D,295,7,0.0,74.5,54.2
2025-12-24,Pagi,A,488,15,0.9,84.1,52.2
2025-12-24,Pagi,B,313,12,3.3,75.9,55.0
2025-12-24,Pagi,C,246,5,,64.9,56.8
2025-12-24,Pagi,D,358,8,24.9,76.3,56.9
2025-12-24,Siang,A,398,10,26.8,73.3,57.5
2025-12-24,Siang,B,327,11,,84.1,39.0
2025-12-24,Siang,C,407,7,3.6,57.6,62.0
2025-12-24,Siang,D,403,8,57.4,76.3,50.8
2025-12-24,Malam,A,351,12,5.6,82.0,33.6
2025-12-24,Malam,B,315,3,,72.3,44.6
2025-12-24,Malam,C,269,8,3.9,80.9,52.4
2025-12-24,Malam,D,361,7,14.3,82.4,61.7
2025-12-25,Pagi,A,401,12,17.9,73.6,57.2
2025-12-25,Pagi,B,336,8,15.2,79.7,39.4
2025-12-25,Pagi,C,350,6,7.1,78.5,25.0
2025-12-25,Pagi,D,408,12,14.2,69.3,50.3
2025-12-25,Siang,A,321,8,9.5,81.9,37.9
2025-12-25,Siang,B,347,11,11.3,69.1,56.2
2025-12-25,Siang,C,396,9,24.5,74.3,32.8
2025-12-25,Siang,D,404,17,3.7,78.0,53.3
2025-12-25,Malam,A,340,12,44.0,86.6,54.4
2025-12-25,Malam,B,432,12,49.8,82.0,63.8
2025-12-25,Malam,C,320,22,6.5,,56.9
2025-12-25,Malam,D,363,6,2.0,83.3,69.3
2025-12-26,Pagi,A,378,10,13.4,78.3,31.0
2025-12-26,Pagi,B,332,6,5.6,59.0,49.4
2025-12-26,Pagi,C,257,1,17.9,75.0,
2025-12-26,Pagi,D,374,7,26.3,81.8,50.0
2025-12-26,Siang,A,345,7,16.3,60.5,49.7
2025-12-26,Siang,B,243,2,18.2,78.7,60.0
2025-12-26,Siang,C,407,5,39.2,84.2,54.6
2025-12-26,Siang,D,319,8,5.5,78.0,40.5
2025-12-26,Malam,A,252,14,6.5,93.7,62.8
2025-12-26,Malam,B,365,9,13.3,63.8,35.7
2025-12-26,Malam,C,308,1,0.5,84.9,45.4
2025-12-26,Malam,D,410,10,18.7,79.3,45.8
2025-12-27,Pagi,A,376,6,3.5,70.7,61.0
2025-12-27,Pagi,B,377,8,26.7,85.8,54.9
2025-12-27,Pagi,C,344,5,6.1,68.6,57.3
2025-12-27,Pagi,D,412,10,36.5,87.5,65.4
2025-12-27,Siang,A,242,5,3.8,67.7,48.0
2025-12-27,Siang,B,362,3,5.0,66.5,58.6
2025-12-27,Siang,C,301,10,4.4,78.6,55.2
2025-12-27,Siang,D,280,6,6.6,75.7,36.3
2025-12-27,Malam,A,320,4,3.6,74.0,51.6
2025-12-27,Malam,B,339,11,18.7,79.3,62.3
2025-12-27,Malam,C,352,4,3.8,83.1,43.4
2025-12-27,Malam,D,357,8,31.0,,39.5
2025-12-28,Pagi,A,408,6,6.3,76.2,42.8
2025-12-28,Pagi,B,349,6,,70.2,54.5
2025-12-28,Pagi,C,385,8,24.5,77.8,54.3
2025-12-28,Pagi,D,315,4,3.5,75.9,48.2
2025-12-28,Siang,A,330,5,7.7,83.1,59.8
2025-12-28,Siang,B,360,4,2.8,75.4,39.6
2025-12-28,Siang,C,296,9,16.4,70.9,61.3
2025-12-28,Siang,D,410,5,2.5,82.7,50.5
2025-12-28,Malam,A,308,4,90.3,78.0,45.8
2025-12-28,Malam,B,386,12,27.4,81.5,38.1
2025-12-28,Malam,C,320,4,32.1,80.4,41.6
2025-12-28,Malam,D,416,28,34.8,93.4,39.0
2025-12-29,Pagi,A,243,6,1.9,70.4,47.9
2025-12-29,Pagi,B,409,11,33.0,69.8,26.3
2025-12-29,Pagi,C,308,7,22.0,79.3,31.4
2025-12-29,Pagi,D,491,20,3.7,91.5,54.6
2025-12-29,Siang,A,343,10,20.7,72.4,56.4
2025-12-29,Siang,B,345,7,8.5,63.6,44.9
2025-12-29,Siang,C,336,10,3.8,72.4,58.8
2025-12-29,Siang,D,309,5,23.9,84.7,40.0
2025-12-29,Malam,A,458,9,21.7,72.7,45.4
2025-12-29,Malam,B,309,9,6.7,89.8,52.5
2025-12-29,Malam,C,354,6,6.6,85.1,60.2
2025-12-29,Malam,D,324,4,19.3,82.0,44.6
2025-12-30,Pagi,A,264,5,36.7,67.0,48.6
2025-12-30,Pagi,B,363,6,9.5,74.8,
2025-12-30,Pagi,C,382,9,1.5,69.3,48.9
2025-12-30,Pagi,D,349,13,12.0,79.0,48.7
2025-12-30,Siang,A,318,15,8.5,90.7,61.6
2025-12-30,Siang,B,411,10,4.1,64.0,
2025-12-30,Siang,C,455,7,9.2,83.1,58.7
2025-12-30,Siang,D,352,5,0.6,74.2,58.4
2025-12-30,Malam,A,335,11,25.0,74.0,47.5
2025-12-30,Malam,B,394,8,7.0,82.7,72.7
2025-12-30,Malam,C,466,19,4.9,88.0,65.0
2025-12-30,Malam,D,319,8,23.0,71.9,40.0
2025-12-31,Pagi,A,317,4,17.4,86.4,40.0
2025-12-31,Pagi,B,426,4,23.6,66.8,58.2
2025-12-31,Pagi,C,351,6,3.8,80.3,46.3
2025-12-31,Pagi,D,356,6,0.2,72.6,50.5
2025-12-31,Siang,A,303,12,2.7,81.4,55.0
2025-12-31,Siang,B,299,4,1.9,85.9,57.9
2025-12-31,Siang,C,354,3,1.1,79.4,45.3
2025-12-31,Siang,D,273,8,4.8,73.2,36.9
2025-12-31,Malam,A,294,3,8.7,84.8,57.0
2025-12-31,Malam,B,296,7,1.8,76.7,55.1
2025-12-31,Malam,C,336,3,11.4,70.0,52.1
2025-12-31,Malam,D,321,9,10.3,,53.9
2026-01-01,Pagi,A,421,6,4.4,63.9,51.7
2026-01-01,Pagi,B,528,18,12.8,92.0,52.1
2026-01-01,Pagi,C,383,7,20.2,72.4,52.5
2026-01-01,Pagi,D,373,8,19.1,82.9,50.2
2026-01-01,Siang,A,257,6,21.4,71.6,28.1
2026-01-01,Siang,B,381,8,4.4,82.9,28.1
2026-01-01,Siang,C,318,7,14.9,83.9,41.8
2026-01-01,Siang,D,374,4,2.5,71.4,34.1
2026-01-01,Malam,A,297,8,2.2,86.8,43.1
2026-01-01,Malam,B,292,12,14.9,91.0,44.2
2026-01-01,Malam,C,265,9,18.9,86.6,42.7
2026-01-01,Malam,D,314,8,12.8,84.7,49.8
2026-01-02,Pagi,A,421,16,5.6,,
2026-01-02,Pagi,B,304,7,0.4,72.2,45.7
2026-01-02,Pagi,C,328,4,25.6,65.6,62.8
2026-01-02,Pagi,D,301,7,58.5,75.6,62.4
2026-01-02,Siang,A,336,6,12.8,74.1,47.5
2026-01-02,Siang,B,280,6,5.6,55.9,44.1
2026-01-02,Siang,C,352,4,1.4,76.5,49.6
2026-01-02,Siang,D,355,6,,74.6,39.3
2026-01-02,Malam,A,326,10,23.7,83.7,51.0
2026-01-02,Malam,B,293,5,16.0,85.3,41.2
2026-01-02,Malam,C,408,9,18.2,80.6,63.5
2026-01-02,Malam,D,362,4,7.9,78.7,29.0
2026-01-03,Pagi,A,352,4,32.0,77.6,48.2
2026-01-03,Pagi,B,340,6,53.4,72.0,66.9
2026-01-03,Pagi,C,462,10,21.1,85.2,67.5
2026-01-03,Pagi,D,350,5,32.1,73.3,55.2
2026-01-03,Siang,A,360,6,31.3,83.2,51.3
2026-01-03,Siang,B,384,9,33.8,74.5,60.7
2026-01-03,Siang,C,406,12,10.9,82.2,53.7
2026-01-03,Siang,D,307,24,4.8,93.9,33.8
2026-01-03,Malam,A,278,15,23.1,88.6,53.0
2026-01-03,Malam,B,231,6,13.6,75.3,56.3
2026-01-03,Malam,C,356,18,12.4,95.3,60.2
2026-01-03,Malam,D,354,12,10.9,64.6,57.4
2026-01-04,Pagi,A,318,3,6.8,65.9,49.7
2026-01-04,Pagi,B,358,11,10.3,,49.8
2026-01-04,Pagi,C,432,5,6.5,74.7,56.9
2026-01-04,Pagi,D,329,10,10.1,70.9,53.7
2026-01-04,Siang,A,313,9,9.5,84.2,52.7
2026-01-04,Siang,B,315,6,20.2,66.0,59.5
2026-01-04,Siang,C,337,5,55.0,85.0,59.8
2026-01-04,Siang,D,450,10,4.7,80.9,37.9
2026-01-04,Malam,A,245,2,33.8,82.9,54.3
2026-01-04,Malam,B,316,5,15.1,82.4,42.1
2026-01-04,Malam,C,285,10,3.5,55.8,53.2
2026-01-04,Malam,D,292,9,7.8,75.5,52.9
2026-01-05,Pagi,A,332,11,27.6,79.4,56.2
2026-01-05,Pagi,B,370,8,28.0,59.5,69.4
2026-01-05,Pagi,C,274,3,20.2,80.2,46.7
2026-01-05,Pagi,D,330,4,1.5,78.6,69.7
2026-01-05,Siang,A,296,3,15.0,75.0,49.4
2026-01-05,Siang,B,413,6,8.8,78.8,32.6
2026-01-05,Siang,C,208,9,13.0,91.3,55.1
2026-01-05,Siang,D,313,6,14.7,72.4,41.7
2026-01-05,Malam,A,328,14,62.4,91.4,63.4
2026-01-05,Malam,B,375,5,4.2,64.4,41.8
2026-01-05,Malam,C,337,6,13.1,70.4,42.3
2026-01-05,Malam,D,397,2,7.9,79.4,59.7
2026-01-06,Pagi,A,263,2,14.8,,51.6
2026-01-06,Pagi,B,323,11,9.7,69.4,51.4
2026-01-06,Pagi,C,270,6,3.0,84.2,27.8
2026-01-06,Pagi,D,422,5,17.8,66.6,58.9
2026-01-06,Siang,A,312,4,7.8,72.2,61.7
2026-01-06,Siang,B,369,6,5.0,82.2,36.8
2026-01-06,Siang,C,362,10,20.5,85.9,36.8
2026-01-06,Siang,D,432,8,6.8,75.1,58.9
2026-01-06,Malam,A,301,9,2.1,,
2026-01-06,Malam,B,417,6,3.6,76.7,42.1
2026-01-06,Malam,C,430,4,5.9,79.3,60.5
2026-01-06,Malam,D,333,3,,75.5,75.4
2026-01-07,Pagi,A,429,11,5.3,60.3,61.2
2026-01-07,Pagi,B,287,12,9.1,90.4,57.6
2026-01-07,Pagi,C,230,7,6.6,78.9,
2026-01-07,Pagi,D,316,5,21.3,79.8,36.8
2026-01-07,Siang,A,305,9,46.8,83.9,45.5
2026-01-07,Siang,B,442,9,1.0,68.2,46.4
2026-01-07,Siang,C,289,6,13.2,76.0,49.5
2026-01-07,Siang,D,318,4,4.8,80.7,72.2
2026-01-07,Malam,A,311,9,18.7,67.4,46.7
2026-01-07,Malam,B,403,12,54.4,83.0,25.0
2026-01-07,Malam,C,478,8,14.8,74.2,69.7
2026-01-07,Malam,D,361,12,37.1,87.3,63.9
2026-01-08,Pagi,A,326,5,19.9,,61.7
2026-01-08,Pagi,B,432,6,1.6,72.1,34.7
2026-01-08,Pagi,C,312,4,0.9,70.0,66.8
2026-01-08,Pagi,D,402,8,19.6,80.3,51.6
2026-01-08,Siang,A,349,4,19.6,69.8,52.6
2026-01-08,Siang,B,340,6,18.4,70.5,53.8
2026-01-08,Siang,C,360,4,18.2,84.0,
2026-01-08,Siang,D,309,9,14.4,75.4,54.7
2026-01-08,Malam,A,258,6,1.2,79.4,50.9
2026-01-08,Malam,B,244,6,19.4,73.6,53.6
2026-01-08,Malam,C,329,6,29.4,73.3,42.8
2026-01-08,Malam,D,337,2,32.3,82.5,54.9
2026-01-09,Pagi,A,304,4,43.3,75.9,43.9
2026-01-09,Pagi,B,419,6,24.4,80.0,41.8
2026-01-09,Pagi,C,278,4,1.4,77.7,60.2
2026-01-09,Pagi,D,383,7,14.2,84.1,47.5
2026-01-09,Siang,A,457,17,48.1,88.2,54.0
2026-01-09,Siang,B,322,8,4.0,64.4,50.0
2026-01-09,Siang,C,382,28,6.7,97.7,56.4
2026-01-09,Siang,D,362,6,4.1,82.1,46.1
2026-01-09,Malam,A,382,12,15.3,78.4,67.8
2026-01-09,Malam,B,353,6,16.4,82.5,35.7
2026-01-09,Malam,C,440,8,16.5,69.6,59.9
2026-01-09,Malam,D,375,6,3.6,81.0,49.2
2026-01-10,Pagi,A,320,10,36.9,71.2,45.9
2026-01-10,Pagi,B,407,8,7.4,,59.6
2026-01-10,Pagi,C,318,6,5.0,70.7,31.0
2026-01-10,Pagi,D,392,0,7.2,70.4,44.4
2026-01-10,Siang,A,376,11,0.3,79.9,46.7
2026-01-10,Siang,B,440,7,17.7,82.0,48.6
2026-01-10,Siang,C,385,8,15.0,73.6,41.8
2026-01-10,Siang,D,312,2,16.5,70.1,60.6
2026-01-10,Malam,A,257,10,14.4,91.5,43.1
2026-01-10,Malam,B,419,9,21.1,85.2,47.6
2026-01-10,Malam,C,277,9,5.6,66.5,55.7
2026-01-10,Malam,D,309,8,1.2,83.0,40.5
2026-01-11,Pagi,A,458,3,6.6,61.3,35.7
2026-01-11,Pagi,B,390,14,44.3,63.3,47.0
2026-01-11,Pagi,C,316,5,29.9,66.4,58.7
2026-01-11,Pagi,D,331,7,69.4,85.5,47.8
2026-01-11,Siang,A,464,3,19.3,66.6,37.0
2026-01-11,Siang,B,364,19,12.0,91.5,36.7
2026-01-11,Siang,C,385,6,8.6,75.5,41.3
2026-01-11,Siang,D,412,11,37.5,84.1,59.1
2026-01-11,Malam,A,341,4,2.1,71.2,39.1
2026-01-11,Malam,B,380,3,,72.7,41.1
2026-01-11,Malam,C,340,6,3.2,74.6,66.8
2026-01-11,Malam,D,290,4,1.2,68.7,28.3
2026-01-12,Pagi,A,427,7,6.2,72.0,64.6
2026-01-12,Pagi,B,333,9,53.7,75.0,43.1
2026-01-12,Pagi,C,282,6,11.5,76.5,53.7
2026-01-12,Pagi,D,307,3,12.4,76.5,46.3
2026-01-12,Siang,A,339,9,11.2,81.6,62.7
2026-01-12,Siang,B,359,14,19.4,93.2,65.9
2026-01-12,Siang,C,335,4,35.8,74.4,46.8
2026-01-12,Siang,D,381,10,10.9,81.0,
2026-01-12,Malam,A,242,5,7.9,84.4,46.8
2026-01-12,Malam,B,358,6,1.9,82.3,63.0
2026-01-12,Malam,C,336,11,14.6,87.2,53.5
2026-01-12,Malam,D,257,7,22.6,83.3,58.5
2026-01-13,Pagi,A,329,4,15.6,68.8,69.6
2026-01-13,Pagi,B,323,4,14.0,85.2,58.1
2026-01-13,Pagi,C,413,8,4.3,70.4,44.2
2026-01-13,Pagi,D,263,5,31.8,,61.2
2026-01-13,Siang,A,274,3,0.1,85.9,39.4
2026-01-13,Siang,B,399,8,46.0,69.4,53.2
2026-01-13,Siang,C,318,10,9.1,60.1,44.0
2026-01-13,Siang,D,277,3,0.8,66.4,37.3
2026-01-13,Malam,A,288,6,19.0,80.9,47.0
2026-01-13,Malam,B,305,4,8.9,75.7,53.6
2026-01-13,Malam,C,261,3,,79.6,34.8
2026-01-13,Malam,D,421,1,11.9,78.1,34.4
2026-01-14,Pagi,A,413,7,12.5,62.5,59.2
2026-01-14,Pagi,B,378,20,1.0,92.5,48.9
2026-01-14,Pagi,C,478,32,11.6,100.2,33.3
2026-01-14,Pagi,D,272,6,11.1,67.6,46.9
2026-01-14,Siang,A,304,12,13.9,,49.7
2026-01-14,Siang,B,434,15,0.9,86.7,47.9
2026-01-14,Siang,C,388,1,2.4,66.9,39.1
2026-01-14,Siang,D,410,14,28.7,84.4,48.9
2026-01-14,Malam,A,411,7,2.5,70.5,37.2
2026-01-14,Malam,B,356,4,48.7,81.1,60.2
2026-01-14,Malam,C,254,7,7.0,74.0,48.8
2026-01-14,Malam,D,464,12,20.6,81.7,56.3
2026-01-15,Pagi,A,297,4,2.2,73.5,71.3
2026-01-15,Pagi,B,352,8,9.4,75.7,28.1
2026-01-15,Pagi,C,311,12,1.6,67.6,55.6
2026-01-15,Pagi,D,368,6,0.6,78.3,65.5
2026-01-15,Siang,A,266,2,1.0,82.1,40.6
2026-01-15,Siang,B,357,7,3.9,57.9,25.0
2026-01-15,Siang,C,323,7,5.4,84.9,68.4
2026-01-15,Siang,D,220,15,13.8,93.7,55.5
2026-01-15,Malam,A,407,6,3.8,71.6,44.7
2026-01-15,Malam,B,277,7,20.9,84.8,52.5
2026-01-15,Malam,C,289,9,8.1,71.2,62.2
2026-01-15,Malam,D,286,5,42.6,87.1,36.7
2026-01-16,Pagi,A,317,6,14.0,76.4,70.9
2026-01-16,Pagi,B,403,5,2.4,67.0,61.6
2026-01-16,Pagi,C,326,11,13.3,79.5,45.7
2026-01-16,Pagi,D,308,7,41.9,76.9,49.0
2026-01-16,Siang,A,375,8,31.9,,57.8
2026-01-16,Siang,B,380,5,4.2,66.8,46.7
2026-01-16,Siang,C,355,9,9.5,73.3,32.8
2026-01-16,Siang,D,303,1,21.8,72.6,50.4
2026-01-16,Malam,A,285,8,3.8,82.5,39.1
2026-01-16,Malam,B,254,6,0.8,,52.7
2026-01-16,Malam,C,373,7,8.5,72.2,35.7
2026-01-16,Malam,D,326,6,13.7,66.7,52.3
2026-01-17,Pagi,A,407,11,11.2,70.3,53.5
2026-01-17,Pagi,B,432,11,18.0,82.4,44.5
2026-01-17,Pagi,C,365,7,1.7,76.2,60.2
2026-01-17,Pagi,D,395,4,7.3,78.8,49.1
2026-01-17,Siang,A,323,7,17.3,82.7,49.5
2026-01-17,Siang,B,343,8,4.3,70.9,62.7
2026-01-17,Siang,C,250,2,2.1,64.8,58.1
2026-01-17,Siang,D,384,7,5.2,67.4,45.1
2026-01-17,Malam,A,322,8,11.4,84.0,50.3
2026-01-17,Malam,B,270,3,18.8,66.3,45.6
2026-01-17,Malam,C,490,11,16.8,79.2,56.8
2026-01-17,Malam,D,320,7,1.0,80.8,49.6
2026-01-18,Pagi,A,309,10,13.5,89.1,38.9
2026-01-18,Pagi,B,379,4,16.8,74.4,59.1
2026-01-18,Pagi,C,434,8,29.4,80.4,55.5
2026-01-18,Pagi,D,259,25,32.6,94.0,49.4
2026-01-18,Siang,A,353,12,1.9,72.6,35.2
2026-01-18,Siang,B,298,3,0.5,82.4,41.3
2026-01-18,Siang,C,348,11,43.8,63.5,52.5
2026-01-18,Siang,D,400,9,2.6,70.3,33.9
2026-01-18,Malam,A,315,4,22.2,55.0,49.3
2026-01-18,Malam,B,342,18,7.5,92.3,43.5
2026-01-18,Malam,C,246,2,8.2,81.9,33.9
2026-01-18,Malam,D,345,10,29.3,83.5,28.4
2026-01-19,Pagi,A,378,10,0.2,63.0,57.9
2026-01-19,Pagi,B,296,4,7.0,75.8,53.0
2026-01-19,Pagi,C,432,6,7.3,74.1,38.1
2026-01-19,Pagi,D,327,4,5.8,70.8,50.5
2026-01-19,Siang,A,219,5,27.3,71.6,48.5
2026-01-19,Siang,B,418,5,15.0,85.3,50.1
2026-01-19,Siang,C,321,4,36.6,78.9,63.0
2026-01-19,Siang,D,371,10,29.9,70.5,46.2
